from_id,to_id,cost,line
1449,1495,5,JR京葉線
145,146,15,徒歩
145,146,4,横浜新都市交通
145,722,16,徒歩
145,722,4,横浜新都市交通
1451,1696,17,徒歩
1453,1454,1,徒歩
1453,1575,5,JR総武線
1456,1574,6,JR武蔵野線
1457,1596,3,京成本線
1458,1610,11,徒歩
146,1763,12,徒歩
146,1763,3,横浜新都市交通
1464,1784,10,東武伊勢崎線
1465,1779,18,徒歩
1465,1780,20,徒歩
1465,1781,17,徒歩
1467,1541,13,徒歩
1467,1541,3,東急世田谷線
1468,1775,3,東武東上本線
1469,1793,15,徒歩
147,148,3,徒歩
147,1492,8,徒歩
147,955,18,徒歩
147,956,16,徒歩
1471,1472,1,徒歩
1471,1513,14,JR東海道本線
1471,1621,7,JR東海道本線
1473,1474,3,徒歩
1475,1591,18,徒歩
1476,1594,6,東武伊勢崎線
1477,1478,16,徒歩
1478,1664,18,徒歩
1478,1727,19,徒歩
1479,1481,14,徒歩
1479,1482,3,都電荒川線
1479,1482,7,徒歩
148,1492,10,徒歩
148,1493,20,徒歩
148,797,3,西武新宿線
148,955,20,徒歩
148,956,19,徒歩
1480,1481,4,都電荒川線
1480,1481,8,徒歩
1480,1482,16,徒歩
1481,1482,4,都電荒川線
1481,1482,8,徒歩
1483,1484,5,都電荒川線
1483,1484,9,徒歩
1485,1486,2,徒歩
1486,1577,2,JR中央線
1486,1577,4,JR総武線
1486,1681,2,JR中央線
1486,1681,3,JR総武線
1488,1489,3,徒歩
149,515,18,徒歩
149,515,5,多摩モノレール
149,533,18,徒歩
149,533,5,多摩モノレール
1491,1695,3,西武多摩湖線
1499,1500,1,徒歩
1499,1501,4,徒歩
1499,1503,13,徒歩
15,1136,5,東武伊勢崎線
15,572,5,東武伊勢崎線
150,151,2,徒歩
1500,1501,4,徒歩
1500,1503,12,徒歩
1500,1503,3,東急池上線
1501,1503,14,徒歩
1502,1531,14,徒歩
1505,1506,6,徒歩
1507,1543,3,JR京浜東北線
1509,1699,19,徒歩
1509,1699,2,東急田園都市線
151,420,4,小田急江ノ島線
151,996,4,小田急江ノ島線
1511,1512,4,徒歩
1511,1513,4,徒歩
1512,1513,1,徒歩
1512,1514,4,小田急江ノ島線
1513,1621,7,JR東海道本線
1516,1662,11,JR外房線
1517,1686,7,徒歩
1517,1687,9,徒歩
1517,1688,11,徒歩
1518,1616,4,小田急小田原線
152,213,17,徒歩
152,213,4,山万ユーカリが丘線
152,591,13,徒歩
152,591,3,山万ユーカリが丘線
1524,1525,3,徒歩
1526,1670,9,JR内房線
1527,1528,18,徒歩
1527,1703,13,徒歩
1528,1545,8,徒歩
1528,1703,16,徒歩
1529,1737,7,JR中央線
153,1667,10,JR横浜線
153,1767,6,JR横浜線
153,383,5,JR横浜線
1530,1569,12,徒歩
1533,1534,1,徒歩
1546,1592,3,JR南武線
1549,1593,17,徒歩
1549,1593,3,日暮里・舎人ライナー
155,1477,11,徒歩
155,1478,12,徒歩
155,1536,17,徒歩
155,156,3,徒歩
155,1727,20,徒歩
155,776,13,徒歩
155,879,19,徒歩
1550,1551,18,徒歩
1550,1558,15,徒歩
1550,1629,9,徒歩
1551,1629,15,徒歩
1552,1553,1,徒歩
1552,1554,5,徒歩
1553,1554,4,徒歩
1554,1604,4,日暮里・舎人ライナー
1555,1700,16,徒歩
1555,1752,15,徒歩
1555,1753,15,徒歩
1555,1754,16,徒歩
1557,1564,12,徒歩
1557,1626,16,徒歩
1558,1629,19,徒歩
1558,1752,4,西武新宿線
156,1477,10,徒歩
156,1478,11,徒歩
156,1478,3,東急大井町線
156,1536,19,徒歩
156,776,13,徒歩
156,776,3,東急大井町線
156,878,19,徒歩
156,879,17,徒歩
1560,1561,2,徒歩
1560,1626,5,西武山口線
1564,1626,1,西武山口線
1564,1626,9,徒歩
157,321,3,箱根登山鉄道鋼索線
157,321,6,徒歩
157,322,12,徒歩
157,735,16,徒歩
157,736,16,徒歩
157,737,20,徒歩
157,902,9,徒歩
1573,1574,2,徒歩
1573,1575,2,徒歩
1573,1576,5,徒歩
1574,1575,1,徒歩
1574,1576,4,徒歩
1575,1576,3,徒歩
1579,1590,3,京王線
1579,1702,1,京王線
1579,1702,13,徒歩
158,1430,3,西武池袋線
158,624,1,西武池袋線
158,624,14,徒歩
1580,1774,4,相模鉄道本線
1588,1662,8,JR外房線
159,542,2,東武東上本線
16,1787,3,東急田園都市線
160,1441,3,京王線
160,334,3,京王線
1600,1601,4,徒歩
1605,1606,11,徒歩
1606,1789,18,徒歩
1607,1608,1,徒歩
1607,1609,14,徒歩
1608,1609,14,徒歩
161,1127,3,JR埼京線
161,409,3,JR埼京線
1610,1790,13,徒歩
1610,1791,16,徒歩
1611,1674,11,徒歩
1611,1675,12,徒歩
1612,1613,1,徒歩
162,1618,19,徒歩
1622,1643,2,京浜急行本線
1623,1746,5,東武野田線
1624,1660,5,JR横須賀線
1628,1716,9,JR内房線
163,1230,3,東急東横線
163,1355,4,東急東横線
163,1444,4,東急東横線
163,265,13,徒歩
163,265,3,東急東横線
163,599,2,東急東横線
163,759,19,徒歩
1631,1640,1,西武新宿線
1631,1640,16,徒歩
1631,1786,1,西武新宿線
1631,1786,11,徒歩
1633,1634,2,徒歩
1635,1683,10,徒歩
1635,1759,10,徒歩
1635,1759,5,都電荒川線
1637,1713,11,小湊鉄道
1637,1750,10,小湊鉄道
1638,1671,10,秩父本線
1639,1644,17,徒歩
1639,1644,4,横浜新都市交通
164,916,3,JR青梅線
164,954,18,徒歩
164,954,2,JR青梅線
1643,1644,5,徒歩
1643,1645,2,京浜急行本線
1643,1645,5,京浜急行逗子線
165,166,1,徒歩
165,794,20,徒歩
1650,1651,3,徒歩
1650,1652,5,徒歩
1650,1653,8,徒歩
1651,1652,3,徒歩
1651,1653,8,徒歩
1652,1653,7,徒歩
1655,1656,3,徒歩
1655,1720,5,JR総武線快速
1657,1728,5,東武野田線
1659,1660,3,徒歩
166,1486,5,JR中央線
166,1734,2,JR中央線
166,1734,3,JR総武線
166,794,20,徒歩
166,810,5,JR中央線
166,955,4,JR中央線
166,955,4,JR総武線
1665,1744,6,小田急江ノ島線
1667,1668,2,徒歩
1667,1669,3,徒歩
1668,1669,1,徒歩
167,1550,20,徒歩
167,1551,17,徒歩
167,168,3,徒歩
167,171,20,徒歩
1674,1675,3,徒歩
1678,1679,4,徒歩
1678,1726,13,徒歩
1679,1726,10,徒歩
168,1550,19,徒歩
168,1551,18,徒歩
168,955,19,徒歩
1680,1792,7,徒歩
1681,1734,1,JR中央線
1681,1734,2,JR総武線
1683,1700,17,徒歩
1683,1759,1,徒歩
1686,1687,4,徒歩
1686,1688,5,徒歩
1687,1688,4,徒歩
1689,1775,4,東武東上本線
169,171,11,徒歩
169,794,15,徒歩
1692,1693,1,徒歩
1697,1761,1,京浜急行本線
1697,1761,10,徒歩
170,1308,4,JR南武線
170,1387,3,JR南武線
1700,1752,20,徒歩
1700,1753,18,徒歩
1700,1754,20,徒歩
1700,1759,18,徒歩
1708,1709,7,徒歩
1708,1710,6,徒歩
1708,1711,4,徒歩
1708,1712,5,徒歩
1709,1710,1,徒歩
1709,1711,4,徒歩
1709,1712,6,徒歩
171,1551,20,徒歩
171,794,16,徒歩
1710,1711,3,徒歩
1710,1712,6,徒歩
1711,1712,4,徒歩
1719,1720,3,徒歩
172,1172,20,徒歩
172,1172,5,埼玉新都市交通伊奈線
172,750,7,埼玉新都市交通伊奈線
1723,1724,2,徒歩
173,293,9,JR八高線
1731,1732,4,徒歩
1736,1737,3,徒歩
1736,1739,5,京王高尾線
174,1692,15,徒歩
174,1693,15,徒歩
174,326,13,徒歩
174,327,11,徒歩
174,513,18,徒歩
1742,1743,5,徒歩
1747,1748,1,新京成電鉄線
1747,1748,14,徒歩
175,1769,13,徒歩
175,405,18,徒歩
175,405,5,東急池上線
175,744,14,徒歩
175,744,4,東急池上線
1752,1753,3,徒歩
1752,1754,2,徒歩
1753,1754,2,徒歩
176,1249,15,JR成田線
176,767,25,JR成田線
177,178,1,徒歩
177,1784,15,東武伊勢崎線
177,465,14,東武伊勢崎線
1779,1780,2,徒歩
178,1029,2,JR宇都宮線
178,1504,9,JR宇都宮線
178,536,15,JR宇都宮線
178,858,3,JR宇都宮線
179,1182,2,JR南武線
179,1182,20,徒歩
179,618,3,JR南武線
1790,1791,5,徒歩
18,1084,5,東武東上本線
18,1122,3,東武東上本線
180,1013,6,いすみ鉄道
180,1425,7,いすみ鉄道
181,1148,4,京王井の頭線
181,453,3,京王井の頭線
181,623,1,京王井の頭線
181,623,17,徒歩
182,284,5,JR久留里線
182,717,6,JR久留里線
183,306,14,徒歩
183,642,4,西武新宿線
183,991,3,西武新宿線
184,1523,5,JR横須賀線
184,214,5,徒歩
185,1444,15,徒歩
185,1445,16,徒歩
185,1445,4,東急大井町線
185,663,13,徒歩
185,663,3,東急大井町線
186,1139,16,徒歩
186,1140,20,徒歩
186,1358,14,徒歩
186,1359,13,徒歩
186,1360,13,徒歩
186,1405,17,徒歩
186,1708,16,徒歩
186,1709,20,徒歩
186,1710,19,徒歩
186,1711,18,徒歩
186,1712,20,徒歩
186,187,2,徒歩
187,1139,14,徒歩
187,1140,19,徒歩
187,1358,14,徒歩
187,1359,13,徒歩
187,1360,13,徒歩
187,1405,18,徒歩
187,1708,15,徒歩
187,1709,19,徒歩
187,1710,19,徒歩
187,1711,17,徒歩
187,1712,19,徒歩
188,1716,10,JR内房線
188,386,10,JR内房線
189,1540,18,徒歩
189,1655,2,JR総武線
189,190,2,徒歩
189,191,15,徒歩
189,712,4,JR総武線
19,150,3,東急田園都市線
19,429,3,東急田園都市線
190,1540,19,徒歩
190,191,1,東武亀戸線
190,191,13,徒歩
191,952,17,徒歩
191,952,2,東武亀戸線
192,1423,5,JR常磐線各駅停車
192,1646,5,JR常磐線各駅停車
193,1350,2,JR青梅線
193,1619,18,徒歩
193,1619,2,JR青梅線
194,1774,6,相模鉄道本線
194,407,3,相模鉄道いずみ野線
194,706,5,相模鉄道本線
195,1574,4,JR京葉線
195,432,8,JR京葉線
196,1658,2,新京成電鉄線
196,1658,20,徒歩
197,1749,1,東急田園都市線
197,1749,13,徒歩
197,198,1,東急田園都市線
197,198,12,徒歩
198,1290,5,東急田園都市線
199,490,8,JR東海道本線
199,566,10,JR東海道本線
199,716,18,JR東海道本線
2,3,3,徒歩
20,1668,2,東急田園都市線
20,1668,20,徒歩
20,1669,20,徒歩
200,1073,20,徒歩
200,1651,20,徒歩
200,1652,17,徒歩
200,1653,17,徒歩
200,246,18,徒歩
200,555,9,徒歩
200,556,12,徒歩
200,557,11,徒歩
200,558,15,徒歩
200,559,17,徒歩
200,894,16,徒歩
200,895,15,徒歩
200,896,10,徒歩
200,925,13,徒歩
200,926,11,徒歩
200,958,9,徒歩
200,959,12,徒歩
200,960,10,徒歩
200,961,7,徒歩
201,307,9,JR内房線
201,594,13,JR内房線
202,1755,19,徒歩
202,203,2,徒歩
202,204,5,徒歩
202,548,14,徒歩
202,549,14,徒歩
202,550,2,東急池上線
202,550,7,徒歩
203,1326,3,JR山手線
203,1755,18,徒歩
203,204,3,徒歩
203,548,16,徒歩
203,549,16,徒歩
203,549,3,JR山手線
203,550,9,徒歩
204,1325,20,徒歩
204,1755,15,徒歩
204,548,18,徒歩
204,549,18,徒歩
204,550,12,徒歩
205,1078,5,東武伊勢崎線
205,657,17,徒歩
205,657,3,東武伊勢崎線
206,1058,3,小田急多摩線
206,859,3,小田急多摩線
207,1392,17,徒歩
207,1392,4,伊豆箱根鉄道大雄山線
207,1616,8,徒歩
207,211,15,徒歩
207,211,4,伊豆箱根鉄道大雄山線
208,289,2,新京成電鉄線
208,707,3,新京成電鉄線
209,453,13,徒歩
209,453,2,京王井の頭線
209,454,15,徒歩
21,1053,18,徒歩
21,1053,2,京王線
21,259,2,京王線
210,1497,20,徒歩
210,417,1,京浜急行本線
210,733,1,京浜急行本線
211,1428,6,伊豆箱根鉄道大雄山線
211,1616,9,徒歩
213,320,11,徒歩
213,320,3,山万ユーカリが丘線
213,501,20,徒歩
213,591,17,徒歩
214,348,2,京浜急行久里浜線
215,1721,1,京浜急行本線
215,505,1,京浜急行本線
215,505,16,徒歩
215,804,13,徒歩
216,1442,1,京浜急行本線
216,1442,14,徒歩
216,950,2,京浜急行本線
217,1096,6,京浜急行本線
217,1236,4,京浜急行大師線
217,1362,5,京浜急行本線
217,1782,2,京浜急行本線
217,221,3,京浜急行本線
217,301,1,京浜急行本線
217,331,1,京浜急行本線
217,680,9,徒歩
218,1286,1,京浜急行本線
218,596,1,京浜急行本線
218,805,4,徒歩
219,1622,1,京浜急行本線
219,605,2,京浜急行本線
22,159,1,東武東上本線
22,159,12,徒歩
22,83,2,東武東上本線
220,1077,17,徒歩
220,1420,18,徒歩
220,1420,2,京浜急行空港線
220,1436,9,京浜急行空港線
220,1499,17,徒歩
220,1500,17,徒歩
220,1501,15,徒歩
220,221,1,徒歩
221,1077,1,京浜急行本線
221,1077,17,徒歩
221,1176,10,京浜急行本線
221,1420,18,徒歩
221,1499,17,徒歩
221,1500,17,徒歩
221,1501,15,徒歩
221,1684,1,京浜急行本線
221,472,7,京浜急行本線
221,563,2,京浜急行本線
221,715,2,京浜急行本線
222,1181,1,京浜急行久里浜線
223,1465,1,京浜急行本線
223,1465,17,徒歩
223,1779,5,徒歩
223,1780,5,徒歩
223,1782,1,京浜急行本線
223,493,14,徒歩
224,1064,20,徒歩
224,1244,12,徒歩
224,1389,16,徒歩
224,268,12,徒歩
224,745,10,徒歩
224,824,19,徒歩
224,825,18,徒歩
224,888,5,京成本線
224,932,20,徒歩
225,1760,14,徒歩
225,1760,2,京成本線
225,953,16,徒歩
225,953,2,京成本線
226,239,13,京成本線
226,525,5,京成本線
227,1487,19,徒歩
227,1487,2,京成本線
227,1760,2,京成本線
227,1760,20,徒歩
227,933,7,徒歩
227,934,3,徒歩
228,1056,9,徒歩
228,1496,13,徒歩
228,394,2,徒歩
228,395,5,徒歩
228,396,5,徒歩
228,400,12,徒歩
228,400,2,京成千葉線
228,401,20,徒歩
228,703,17,徒歩
228,800,11,徒歩
228,800,2,京成千葉線
228,968,19,徒歩
229,236,6,京成本線
229,609,5,京成本線
23,1469,14,徒歩
23,1793,16,徒歩
23,1793,2,小田急多摩線
23,654,5,小田急多摩線
230,304,6,京成本線
230,345,4,京成本線
231,1156,3,京成本線
231,245,5,京成本線
231,636,20,徒歩
232,1087,5,京成千葉線
232,233,7,京成千葉線
232,708,5,徒歩
233,236,7,京成千葉線
233,709,1,徒歩
234,1393,19,京成本線
234,323,7,京成本線
234,766,4,徒歩
235,309,4,京成押上線
235,785,4,京成押上線
235,919,7,徒歩
235,969,13,徒歩
236,1183,19,徒歩
236,1596,4,京成本線
236,853,1,新京成電鉄線
236,853,15,徒歩
237,1087,9,京成千葉線
237,1385,12,徒歩
238,1698,4,京成押上線
238,480,5,京成押上線
24,282,4,西武池袋線
24,957,3,西武池袋線
240,1007,16,徒歩
240,1214,4,京成本線
240,1453,5,徒歩
240,1454,5,徒歩
240,567,18,徒歩
240,567,2,京成本線
241,1214,4,京成本線
241,1573,12,徒歩
241,1574,11,徒歩
241,1575,10,徒歩
241,1576,10,徒歩
241,953,1,京成本線
241,953,13,徒歩
242,1636,15,徒歩
242,525,5,京成本線
242,607,5,京成本線
243,1052,5,京成金町線
243,1646,3,徒歩
244,1266,2,徒歩
244,351,17,徒歩
244,352,18,徒歩
244,353,18,徒歩
244,354,18,徒歩
244,385,4,京成本線
244,506,11,徒歩
244,507,4,京成本線
245,1052,20,徒歩
245,1052,3,京成金町線
245,1698,3,京成本線
245,1698,4,京成押上線
245,841,2,北総鉄道
246,1019,18,徒歩
246,1020,17,徒歩
246,1473,18,徒歩
246,1474,19,徒歩
246,1650,15,徒歩
246,1651,16,徒歩
246,1652,14,徒歩
246,1653,8,徒歩
246,299,16,徒歩
246,300,14,徒歩
246,556,20,徒歩
246,608,5,徒歩
246,817,16,徒歩
246,891,15,徒歩
246,892,13,徒歩
246,893,15,徒歩
246,895,19,徒歩
246,896,19,徒歩
246,925,14,徒歩
246,926,15,徒歩
246,958,10,徒歩
246,959,11,徒歩
246,960,12,徒歩
246,961,15,徒歩
247,1382,6,京王相模原線
247,254,5,京王相模原線
248,315,9,徒歩
248,316,10,徒歩
248,379,4,京王線
249,250,8,京王相模原線
249,416,8,京王相模原線
25,1346,9,秩父本線
25,579,10,秩父本線
250,1030,16,徒歩
250,252,8,京王相模原線
250,514,4,徒歩
250,653,1,徒歩
251,1590,4,京王相模原線
251,254,4,京王相模原線
252,1469,10,京王相模原線
252,654,1,徒歩
253,1261,13,徒歩
253,379,6,京王高尾線
253,668,5,京王高尾線
254,1387,8,徒歩
255,1138,9,徒歩
255,1200,12,徒歩
255,1473,17,徒歩
255,1474,14,徒歩
255,1719,14,徒歩
255,1720,17,徒歩
255,256,1,徒歩
255,629,12,徒歩
255,829,17,徒歩
255,891,16,徒歩
255,892,19,徒歩
255,893,18,徒歩
255,990,14,徒歩
256,1138,10,徒歩
256,1200,13,徒歩
256,1473,17,徒歩
256,1474,15,徒歩
256,1719,13,徒歩
256,1720,16,徒歩
256,629,11,徒歩
256,829,16,徒歩
256,891,16,徒歩
256,892,19,徒歩
256,893,17,徒歩
256,990,14,徒歩
257,455,16,徒歩
257,455,4,埼玉新都市交通伊奈線
257,975,17,徒歩
257,975,4,埼玉新都市交通伊奈線
258,288,3,西武池袋線
258,298,6,西武池袋線
259,391,3,京王線
26,1778,4,東武東上本線
26,89,3,東武東上本線
260,261,2,徒歩
260,356,14,徒歩
260,403,19,徒歩
260,419,6,徒歩
260,447,19,徒歩
260,806,10,徒歩
260,807,12,徒歩
260,808,14,徒歩
260,809,15,徒歩
260,810,15,徒歩
260,811,17,徒歩
260,812,20,徒歩
260,813,19,徒歩
260,814,18,徒歩
260,815,20,徒歩
260,861,15,徒歩
261,356,14,徒歩
261,403,18,徒歩
261,403,2,JR中央線
261,403,2,JR総武線
261,419,7,徒歩
261,443,3,JR山手線
261,447,20,徒歩
261,806,10,徒歩
261,807,13,徒歩
261,808,14,徒歩
261,808,4,JR山手線
261,809,15,徒歩
261,810,1,JR中央線
261,810,1,JR総武線
261,810,15,徒歩
261,811,18,徒歩
261,812,20,徒歩
261,813,18,徒歩
261,814,17,徒歩
261,815,19,徒歩
261,861,15,徒歩
262,263,18,徒歩
262,263,2,小田急小田原線
262,264,19,徒歩
262,710,18,徒歩
262,966,15,徒歩
262,966,2,小田急小田原線
263,264,2,徒歩
263,447,3,小田急小田原線
265,1230,5,東急東横線
265,758,13,徒歩
265,759,10,徒歩
266,1410,1,京王線
266,1410,16,徒歩
266,798,20,徒歩
266,904,18,徒歩
266,904,2,京王線
266,905,17,徒歩
266,992,20,徒歩
267,1587,12,徒歩
267,1587,3,銚子電鉄線
267,1654,12,徒歩
267,1654,3,銚子電鉄線
268,1244,12,徒歩
268,1375,20,徒歩
268,1376,20,徒歩
268,1377,20,徒歩
268,1378,18,徒歩
268,1389,16,徒歩
268,745,3,徒歩
268,824,12,徒歩
268,825,11,徒歩
268,932,12,徒歩
269,1009,17,徒歩
269,1010,4,徒歩
269,1361,1,京浜急行本線
269,1361,20,徒歩
269,1362,1,京浜急行本線
269,1362,13,徒歩
269,448,19,徒歩
27,1050,2,東武東上本線
27,1778,2,東武東上本線
271,1070,20,徒歩
271,1348,20,徒歩
271,1678,10,徒歩
271,1679,13,徒歩
271,1680,16,徒歩
271,1792,19,徒歩
271,881,16,徒歩
272,1777,11,小田急小田原線
272,761,10,小田急小田原線
273,1439,6,埼玉新都市交通伊奈線
273,750,6,埼玉新都市交通伊奈線
274,1490,18,徒歩
274,1540,20,徒歩
274,1655,19,徒歩
274,275,1,徒歩
275,1490,18,徒歩
275,1540,19,徒歩
275,1655,18,徒歩
275,1656,20,徒歩
276,1269,8,JR総武本線
276,1636,15,JR成田線
276,436,9,JR総武本線
277,1717,10,JR成田線
277,554,9,JR成田線
278,573,9,JR内房線
279,401,15,徒歩
279,401,4,千葉都市モノレール2号線
279,580,14,徒歩
279,580,4,千葉都市モノレール2号線
28,1633,7,千葉都市モノレール2号線
28,342,20,徒歩
28,342,5,千葉都市モノレール2号線
280,1094,3,JR横須賀線
280,1094,3,JR湘南新宿ライン
280,584,16,徒歩
280,986,5,JR横須賀線
280,986,5,JR湘南新宿ライン
281,1202,7,JR内房線
281,601,7,JR内房線
282,564,4,西武池袋線
283,1692,17,徒歩
283,1693,17,徒歩
283,403,19,徒歩
283,403,2,JR中央線
283,403,2,JR総武線
283,481,2,JR中央線
283,481,2,JR総武線
283,483,18,徒歩
283,492,12,徒歩
284,647,3,JR久留里線
285,1275,5,JR総武本線
285,1706,7,JR総武本線
286,1676,3,JR相模線
286,616,3,JR相模線
287,1119,7,東急東横線
287,882,7,東急東横線
288,1714,6,西武池袋線
29,1530,13,徒歩
29,1569,20,徒歩
29,1569,3,京成千葉線
29,237,6,京成千葉線
290,1348,17,徒歩
290,890,18,徒歩
290,890,2,横浜みなとみらい線
292,1725,10,小湊鉄道
293,1031,11,JR八高線
294,1273,7,西武新宿線
294,827,9,西武新宿線
295,1415,10,箱根登山鉄道線
295,1701,20,徒歩
295,1701,5,箱根登山鉄道線
296,1217,6,JR相模線
296,1334,4,JR相模線
296,730,16,徒歩
297,1773,12,徒歩
298,1388,17,徒歩
298,1388,2,西武池袋線
299,1416,18,徒歩
299,1473,11,徒歩
299,1474,13,徒歩
299,1611,3,JR京葉線
299,300,3,徒歩
299,608,12,徒歩
299,817,13,徒歩
299,891,17,徒歩
299,892,19,徒歩
299,893,19,徒歩
299,958,2,JR京葉線
3,1159,3,東急田園都市線
3,16,3,東急田園都市線
30,1070,19,徒歩
30,1071,15,徒歩
30,1095,3,横浜みなとみらい線
30,1726,1,横浜みなとみらい線
30,1726,19,徒歩
30,1741,17,徒歩
30,290,4,横浜みなとみらい線
30,875,15,徒歩
30,875,2,横浜みなとみらい線
300,1416,19,徒歩
300,1473,10,徒歩
300,1474,12,徒歩
300,1653,20,徒歩
300,608,10,徒歩
300,817,14,徒歩
300,891,14,徒歩
300,892,16,徒歩
300,893,17,徒歩
301,1782,1,京浜急行本線
301,1782,16,徒歩
301,302,1,徒歩
301,682,18,徒歩
302,1782,16,徒歩
302,661,4,JR南武支線
302,682,18,徒歩
302,682,3,JR南武支線
303,305,16,東葉高速鉄道
303,951,8,東葉高速鉄道
304,609,7,京成本線
305,1455,7,東葉高速鉄道
306,1117,7,西武多摩湖線
306,1491,19,徒歩
306,1491,2,西武多摩湖線
306,638,18,徒歩
307,1201,5,JR内房線
308,1462,1,京王線
308,1462,12,徒歩
309,480,16,徒歩
309,480,3,京成押上線
309,969,18,徒歩
31,1038,1,新京成電鉄線
31,1038,13,徒歩
31,313,1,新京成電鉄線
31,313,17,徒歩
31,799,19,徒歩
310,1704,7,JR総武本線
310,711,12,JR総武本線
311,1210,18,徒歩
311,1211,10,徒歩
311,1211,2,横浜新都市交通
311,698,19,徒歩
311,698,5,横浜新都市交通
312,1599,4,東武野田線
312,912,19,徒歩
312,912,2,東武野田線
312,913,20,徒歩
313,707,4,新京成電鉄線
313,799,2,徒歩
314,330,7,つくばエクスプレス線
315,1261,4,JR横浜線
315,316,3,徒歩
316,1397,19,JR中央線
316,1529,5,JR中央線
316,1602,9,JR中央線
316,1737,12,JR中央線
316,349,6,JR八高線
317,1261,3,JR横浜線
317,1327,6,JR横浜線
318,1470,10,JR外房線
319,1091,8,JR総武本線
319,884,13,JR総武本線
32,1274,5,京王高尾線
32,668,4,京王高尾線
320,501,11,徒歩
320,501,3,山万ユーカリが丘線
320,591,17,徒歩
320,591,4,山万ユーカリが丘線
321,322,3,箱根登山鉄道鋼索線
321,322,6,徒歩
321,735,10,徒歩
321,736,10,徒歩
321,737,15,徒歩
321,902,15,徒歩
322,735,2,箱根登山鉄道鋼索線
322,735,4,徒歩
322,736,5,徒歩
322,737,12,徒歩
323,607,4,京成本線
324,1239,4,小田急江ノ島線
324,478,7,小田急江ノ島線
325,1746,3,東武野田線
325,872,3,東武野田線
326,1791,17,徒歩
326,327,3,徒歩
326,328,15,徒歩
327,1791,19,徒歩
327,328,14,徒歩
328,1246,16,徒歩
328,1247,18,徒歩
328,1368,12,徒歩
328,1605,17,徒歩
328,1791,20,徒歩
329,1364,9,京浜急行逗子線
329,1643,4,京浜急行逗子線
33,1238,5,相模鉄道いずみ野線
33,135,6,徒歩
330,1690,3,つくばエクスプレス線
331,1236,16,徒歩
331,1684,1,京浜急行本線
332,1439,6,埼玉新都市交通伊奈線
333,1073,20,徒歩
333,1151,17,徒歩
333,1152,15,徒歩
333,1517,10,徒歩
333,1650,19,徒歩
333,1651,17,徒歩
333,1652,18,徒歩
333,1686,10,徒歩
333,1687,13,徒歩
333,1688,12,徒歩
333,746,20,徒歩
333,847,12,徒歩
333,848,12,徒歩
333,849,9,徒歩
333,850,8,徒歩
333,894,12,徒歩
333,895,15,徒歩
333,896,19,徒歩
333,925,20,徒歩
333,926,20,徒歩
334,335,2,徒歩
334,726,2,京王線
334,727,17,徒歩
334,728,17,徒歩
335,1546,2,JR南武線
335,727,16,徒歩
335,728,1,JR南武線
335,728,17,徒歩
336,1551,20,徒歩
336,419,20,徒歩
336,447,12,徒歩
336,710,2,京王新線
336,861,3,京王新線
337,1657,20,徒歩
337,1658,4,新京成電鉄線
337,871,1,新京成電鉄線
337,871,17,徒歩
337,872,18,徒歩
338,1157,3,東武野田線
338,1186,3,東武野田線
339,1508,3,新京成電鉄線
339,853,2,新京成電鉄線
34,1391,12,徒歩
34,1391,3,千葉都市モノレール2号線
34,342,17,徒歩
34,342,5,千葉都市モノレール2号線
340,1648,10,埼玉新都市交通伊奈線
340,615,18,徒歩
340,975,16,徒歩
340,975,4,埼玉新都市交通伊奈線
341,1464,14,東武伊勢崎線
341,431,18,東武伊勢崎線
343,920,17,徒歩
343,921,19,徒歩
344,1770,7,JR外房線
344,741,12,JR外房線
345,1015,3,徒歩
345,754,5,京成本線
346,1075,4,JR高崎線
347,536,4,JR埼京線
348,804,1,京浜急行久里浜線
348,804,19,徒歩
349,635,4,JR八高線
35,36,20,徒歩
350,871,18,徒歩
350,871,2,新京成電鉄線
350,872,17,徒歩
351,1037,19,JR常磐線快速
351,1266,17,徒歩
351,1423,5,JR常磐線各駅停車
351,352,1,徒歩
351,353,3,徒歩
351,354,3,徒歩
351,385,20,徒歩
351,412,3,JR常磐線快速
352,1266,17,徒歩
352,353,3,徒歩
352,354,3,徒歩
352,385,20,徒歩
353,1266,17,徒歩
353,1266,3,東武伊勢崎線
353,354,1,徒歩
353,657,4,東武伊勢崎線
354,1266,17,徒歩
354,1690,6,つくばエクスプレス線
354,411,4,つくばエクスプレス線
355,1179,9,徒歩
355,1180,16,徒歩
355,1664,13,徒歩
355,545,16,徒歩
355,545,4,東急大井町線
355,546,16,徒歩
355,878,17,徒歩
355,878,4,東急大井町線
355,879,19,徒歩
356,403,13,徒歩
356,419,17,徒歩
356,443,17,徒歩
356,492,18,徒歩
357,472,1,京浜急行本線
357,472,12,徒歩
357,473,13,徒歩
357,474,15,徒歩
357,475,16,徒歩
357,873,1,京浜急行本線
357,873,14,徒歩
358,1339,3,北総鉄道
358,1372,3,北総鉄道
359,1735,6,東武東上本線
359,503,3,東武東上本線
360,1648,14,徒歩
360,539,2,東武野田線
360,541,2,東武野田線
360,541,20,徒歩
361,421,5,JR常磐線各駅停車
361,836,2,JR常磐線各駅停車
363,1534,5,JR武蔵野線
363,727,4,JR武蔵野線
364,1127,5,JR埼京線
364,773,3,JR埼京線
365,862,18,徒歩
366,595,6,東武伊勢崎線
366,913,5,東武伊勢崎線
367,1566,11,JR武蔵野線
